Names,ARE.R,AUS.R,AUT.R,AZE.R,BFL.R,BFR.R,BGR.R,BHR.R,CAN.R,CHL.R,CZE.R,DEU.R,DNK.R,ENG.R,ESP.R,FIN.R,FRA.R,GEO.R,HKG.R,HUN.R,IRL.R,IRN.R,ISR.R,ITA.R,KAZ.R,LTU.R,LVA.R,MAC.R,MAR.R,MLT.R,NIR.R,NLD.R,NOR.R,NZL.R,OMN.R,POL.R,PRT.R,QAT.R,RUS.R,SAU.R,SGP.R,SVK.R,SVN.R,SWE.R,TTO.R,TWN.R,USA.R,ARE.E,CAN.E,DNK.E,GEO.E,IRL.E,ISR.E,ITA.E,NOR.E,PRT.E,SGP.E,SVN.E,SWE.E,TWN.E,USA.E,EGY.L,IRN.L,KWT.L,MAR.L,ZAF.L
MADR_L Low,1.12463079330582,0.992491538929619,0.894437453626626,0.881366191053516,0.867485527148579,0.860666906822252,0.796424139993442,1.16139637533365,0.869837993914465,0.928125320358796,1.00398974859009,0.889928832352952,0.75232181054872,0.896044587204591,0.888211923617962,0.866610081355447,0.936097399251878,0.839792104699017,0.874989226350738,0.92847102837964,0.769635229958704,1.09208825136506,1.01463693194718,0.819631576771729,0.80711175513213,0.846695613239932,0.85045562491974,0.824831807712564,0.773952569189539,0.911179338820897,0.898488077162453,0.93849008381326,0.88678588872576,0.952937519891291,1.10078507846617,0.913715518393999,0.824924389339909,1.03079957265374,0.826415128976407,0.94110602864285,0.889744681256811,0.909970014998601,0.972805737475901,0.873333472974287,0.889686359417,0.874580348625893,0.871087541477857,1.09469232111754,0.827645810095759,0.809393301253243,0.898196575498126,0.749670461936391,1.02783065851888,0.851390245985302,0.845688180452132,0.936161335380057,0.900959098510474,0.949567650096198,0.813439235668803,0.96997018672376,0.849230520023753,0.961203014572719,0.955104631572834,0.942993056405348,0.841257758125496,0.952437623064575
MADR_L Upp,1.4953944633688,1.29344172961491,1.37728576897644,1.41327779263597,1.21908867243948,1.44115409919933,1.27747384675766,1.53740793027424,1.16341873704922,1.3554338941044,1.3458993848137,1.27357168045891,1.21490500581353,1.25402386998694,1.21560850455768,1.34388143639896,1.4274003697078,1.33532948389432,1.35370399353987,1.32746165560073,1.1381609015582,1.67362074085095,1.39798392864943,1.24855057270716,1.38758032600332,1.35028282897876,1.27714004236835,1.11883388913013,1.28479648446592,1.28452388196833,1.34701457970043,1.27978771376387,1.26092713965499,1.29547736015448,1.44320061770199,1.41086013047813,1.22876312303229,1.40217177790355,1.21450212329148,1.41457259159579,1.25367420172966,1.34713727005564,1.5181528117559,1.32931378342816,1.56738342802573,1.27788909301577,1.22405883356995,1.58093547449375,1.39225685500641,1.31906913103183,1.34811526702089,1.28124771327354,1.52716877787516,1.30190767196129,1.52910390298817,1.29642048446837,1.24988791444584,1.45871835310524,1.26072395336105,1.40923085442449,1.28307270338452,1.32294069007868,1.61630094514483,1.45587448132592,1.17809979649902,1.24236478607916
MADR_R Low,1.05258811884109,0.819696295090459,0.817750421864127,0.847414583020633,0.879167691347337,0.817719800172959,0.835327082130342,1.12847487964357,0.905186629724944,0.921850071568787,0.833049618981733,0.824888565532143,0.770653138126342,0.861483310114845,0.876420517144374,0.819401193288639,0.852533839079024,0.889094629596761,0.772585779198062,0.745507473821723,0.822779849985875,1.00912951235998,0.811841013053876,0.779073369570903,0.842193951662545,0.811829863292542,0.909722268048841,0.82322194777479,0.955469685516681,0.94730807153624,0.911630444635046,0.871256592007006,0.78814517594037,0.846299231799564,1.07122072710433,0.926948110147489,0.790104175050176,1.05218186293507,0.855398550660318,0.957461174932011,0.887416132466612,0.876314178847,0.89812870197579,0.850817015223792,0.945060310835667,0.879335733707094,0.754235251586201,1.06746802916305,0.760259558524064,0.783037197193449,0.892758073419043,0.776563847301423,0.880328270992891,0.857054572567672,0.844098943998174,0.818439321958799,0.912523283807085,0.956167761117246,0.786617664425029,0.822585005146424,0.794776202678163,1.03255456157269,0.94580710359624,0.99462451970104,0.924383847733862,1.01865021915308
MADR_R Upp,1.34347225050093,1.24817507451317,1.2594484684725,1.2566846319672,1.21808484379063,1.26642110507845,1.18916919131806,1.49430408274845,1.18130642319992,1.29323815894674,1.25980101905418,1.12843303494463,1.40850269187237,1.20500306991116,1.23032874138603,1.3859340792993,1.38875340250353,1.4199463717646,1.28898708268932,1.10387776223212,1.3083913630943,1.73455817293958,1.22153282082262,1.29292824802759,1.33956882893257,1.24936670806912,1.31545093394991,1.15329364815266,1.43219008393666,1.41390405364874,1.38315705070491,1.24030929127457,1.27444305697614,1.17082686379964,1.44645637805571,1.32502930883806,1.24421102170657,1.38913279070165,1.26755344195667,1.41099592031873,1.21131022488655,1.17071876944795,1.41276400680209,1.23732092647547,1.4229170395663,1.25506815676658,1.19089814105524,1.44179504835885,1.22681279429745,1.30278737896176,1.29824007258728,1.33369016749615,1.2267945578202,1.3559410700306,1.23754781787745,1.12618766396882,1.28331632670385,1.32846584511201,1.22112262485304,1.19446838573765,1.21349804366799,1.42751832571354,1.38714363362804,1.59743970092124,1.40573548599578,1.3800062464202
GMDR Low,1.08172910320682,1.03084892020294,1.00034699403826,0.971329685368902,0.99383780349536,0.988996659022089,0.948698195716222,1.17379440840456,0.965232192063065,0.998191083436484,1.04212878581242,0.955008825217426,0.93859247105593,0.984850418361691,0.99752025692849,1.00485519883909,1.00443454181281,1.01497737195637,1.01774053376361,0.924965405241035,0.937084757447561,1.09894047380264,1.02767492425249,0.989055053254846,0.974948391535843,0.961148289741353,0.986261738684307,0.936578537915545,0.963452461919636,1.02017608774954,1.01768356218466,0.99995938106982,0.963188694926854,0.994904146297477,1.12755371051801,1.00946109873411,0.958940037743797,1.06890843970385,0.970951158735579,0.996481967649652,1.00671037802482,0.979590581713419,1.01979468406887,0.982668000555263,1.04549418590903,0.98924261035099,0.961616843700429,1.1130494897744,0.956865457671824,0.912227263003971,1.0159978818816,0.959568731313151,1.05528473831662,1.03068543228448,0.995189657082945,0.973795644865071,1.01912576626903,1.01418839688077,0.946985405531274,1.01671270721741,0.993145498475427,1.07090788491119,1.01923245860464,1.07646543328498,0.984190452362877,1.0385501089527
GMDR Upp,1.21425623167681,1.1349313406243,1.10899058422827,1.086788931964,1.07922405501395,1.11532633516616,1.07764459263551,1.3018507633512,1.0567792001917,1.10657460372539,1.13815744587395,1.12091067522928,1.04879002971703,1.07703130814497,1.12157347922404,1.12952737410712,1.12892805231855,1.16085523061102,1.14366209345183,1.07258612234003,1.09677877708372,1.32931332577553,1.16899647570017,1.10521094603446,1.08308428227513,1.09228251293801,1.09709709350658,1.03959118539991,1.10252379785928,1.14044922095422,1.16195587244892,1.13790426547023,1.10726247105655,1.10659835111125,1.23224779248245,1.15630784455665,1.04988131322595,1.22265558332514,1.091936218987,1.18556336564056,1.1210924049607,1.09722449830376,1.15394966728934,1.10737486145626,1.21283714345985,1.12383114838813,1.07686076599193,1.25681999162932,1.09086622940938,1.07917971710502,1.1271820648619,1.12311143373903,1.18688926491458,1.13382625890993,1.15677455406903,1.07614551250106,1.13341098700034,1.15035707067771,1.07633061924074,1.13634256414982,1.09540613038907,1.18417159250551,1.21604694375522,1.27608520577077,1.10353132852304,1.12580597892592
SQDTC05 Low,-1.97176213919448,5.02807763450362,-24.1167516536466,-52.1202301580082,-17.7016270659128,-28.675594433195,-61.1116646791788,17.2248671915019,-30.056599628988,-28.7917375991694,7.1338469227614,-40.2354103421094,-57.0059296651776,-26.6991897289268,-11.0867667212718,-13.6464191409569,-24.4374781615429,-21.1081223512581,-14.1174099611569,-32.4448737112417,-47.4869509701207,-41.4559173765628,12.1739245032252,-1.56201746821361,-34.2419006117045,-28.1162866459383,-16.429612241782,-30.0404522522728,-52.5892418464371,-28.7195072625124,-9.64675288718761,-11.4959217122674,-25.0434097338733,-24.6924035678252,2.50026757717943,-45.1796325912053,-24.0353965899827,-3.25417352918769,-29.4291845969,-26.8658673710751,-8.1929226115375,-49.8792825716141,-20.5406865096073,-19.2493088842356,-21.2479786977687,-9.17784504435984,-13.0775570061544,8.62645343614877,-41.8585489416135,-52.9743410782586,-14.7768239477398,-48.6854122919793,3.70019671174872,-14.3263527236015,-20.9620331748391,-9.0593600683961,2.30218343492954,-41.8761005186988,-20.690478157738,3.22588996262546,-12.7826223567957,-9.65529036143265,-45.1625833822247,2.27307448625248,-42.7005751476602,-27.3526541323478
SQDTC05 Upp,54.1830879337145,65.64026629019,63.4850702573606,44.2407277854454,56.2451381757005,55.3421676652785,71.7960369016616,73.7603646854106,27.7711924088786,37.2727294162073,77.059267656027,91.9365127220379,40.2898368517177,38.8835335988388,59.7851942451539,76.7067065924555,55.1255297366211,46.9475950944093,77.3462006739305,70.9974284872379,44.6539530782687,99.7671769170781,81.3822485101089,66.972943917095,48.8043078758356,54.5909588308282,37.1428742462034,36.8875391129284,22.8439551050315,26.2468913755112,80.4922094982849,58.9386019069343,63.8091723659121,62.3162907474747,55.2815357763394,59.0980366973103,37.9434015470577,55.9112276887718,50.3651656352244,38.9691308189529,62.0086920517076,83.8421636694531,67.2476040462173,52.7958480223008,83.7489166988646,80.493539170349,45.6262972771661,53.7317518820356,64.8219632974015,47.1146317264012,64.802994761676,97.2553562373951,76.1663863803731,66.3259968035709,70.9014495315227,49.0749627724316,73.274483676126,66.2907190028209,69.2086303270988,84.7722108373657,67.0258832226018,41.2037300006023,85.6060318301046,84.1434730036024,30.2675752223241,17.7043640008155
SQDTC10 Low,6.99655162653332,3.53096936272536,-9.38074141987201,-15.6432785878218,-14.1153238873534,-12.1037071946893,-36.5421025292142,24.1336301192784,-23.1699672423627,-23.4171054527347,4.20936358868326,-23.886241172984,-36.9770597198156,-21.5835102904745,-9.84866259010367,-12.1343579032329,-16.2469144269791,-24.3386495541323,-9.77768538024346,-17.5130160970292,-39.7380436174402,-19.5157748210069,15.137025028678,-17.2759520056494,-19.4827124155474,-20.1423087749629,-26.7224869450669,-37.4295916553035,-49.1630527315454,-15.4560737263648,-11.8199403407983,-11.9483595399916,-16.694682924522,-6.13113915446725,15.4249674380456,-15.5614584886745,-27.1448276326445,-1.07449371185107,-20.3464391509174,-19.6677478682134,-7.88749393651295,-29.4778457937961,0.96934949533706,-12.5752903724408,-8.30973383286713,-11.3090970283897,-12.2043059844451,13.7735097839254,-27.0333067260134,-44.0135983972988,-9.02731811752014,-32.0744568787497,13.4728577975575,-18.1889112634424,-3.62617681148615,-10.3839101763561,-4.54930230354424,-5.80285262997392,-28.1985361544198,-1.17821024966322,-8.29987903913902,-4.33938033171112,-18.2595437767022,-2.46806265191304,-25.0917017276778,-13.5329244504268
SQDTC10 Upp,51.1424958628415,58.6118501508375,52.308206860262,44.0786764300714,43.7178655210482,47.6623722258664,45.9726211237289,64.0826085489766,29.3382278484493,40.2152857447302,64.8491242803738,73.213181566202,24.4456656621117,28.396934254652,39.7128271695465,45.555556852665,49.7251274751566,54.4449092983916,50.9853246766358,60.9588804812085,24.182076667177,88.4927693151337,70.5613969790721,51.0524060435599,39.7471645028833,45.9123830086757,33.6805040145272,23.1970904728638,19.3371760758212,26.5715006129511,74.683984935337,58.8137023771755,45.654666836681,55.0909353852567,50.9535137034365,54.3899803139881,34.541369351828,50.6031035328527,32.4231946145659,41.0159961339695,41.1086123212772,66.1079932582118,61.7907287294828,44.7476776617326,59.9945150481353,52.2666158817451,41.0079593806396,53.0138351961317,56.553877201174,30.801812720172,47.286927280978,42.7590120393955,73.222732299256,40.0721096229375,55.8706637114473,41.6799026996045,50.4422040061559,65.7836660130398,46.2781049763796,59.6823528274387,43.9695043607158,43.5871315791397,72.2083868618996,74.0588365165338,27.8125857777547,18.9536068573727
SQDTC90 Low,5.81299339551161,-15.8685510737787,-23.1150089075156,-16.2888229329281,-17.892797586189,-28.4531396191127,-21.0667641963461,18.4509552406846,-11.7417335382985,-13.7634148318727,-15.8526107553424,-22.9098026036265,-22.7922846417043,-21.3220118284852,-12.4754667076517,-16.82597109209,-14.1632506923891,-9.01386136314207,-26.0108270867303,-38.7291840808972,-20.866513318736,21.705178987387,-22.7516039249176,-28.7376997735477,-21.3736115198337,-20.6545822916367,-15.0980521977014,-17.8762374586973,-0.562921763566042,-0.913930932047162,-10.6330190279729,-27.5016800167477,-29.8888116238002,-20.6574568312482,18.1850458385786,-8.51815000118529,-24.8358069321007,5.26065431492361,-17.2038738755228,-11.3023262462935,-11.5770416749176,-19.5154591434077,-14.6741033009355,-27.0934685042198,-1.06798818839477,-27.2750639987776,-36.2166487360785,8.34765930769344,-23.7527928624871,-30.9944504142586,-21.1030140732953,-27.6432212779855,-16.0869757977558,-9.7502536105092,-16.4478235847026,-28.1939038984149,-10.1944196111059,-8.42307328943461,-32.6809373803666,-29.3367985776017,-19.2525447969457,12.7750875727332,-5.95522695045729,-4.19268077166579,-8.81894236273178,5.78990426395695
SQDTC90 Upp,36.7640527227054,25.2596324038763,26.7549050468626,20.1605533721095,25.748360751212,33.9809833444217,19.2709839715411,56.34191515042,17.780489702816,32.1616200149642,26.5844588995963,18.7818465049084,33.6346704452361,35.3129879349299,25.2911831736319,32.5167421221802,41.8923765107642,43.806823457978,30.1540340492563,6.23985462448847,37.0287627317175,74.6966724386381,18.6357292695034,23.2689746599721,32.2268320565374,27.2703839490924,37.6998792597504,15.8548640559086,48.7355617463069,43.1943170516097,33.2447107569919,32.527764020044,24.6619032125233,19.7413215859941,50.9662643258088,42.4686340223208,18.1778205826127,47.1922910534041,26.5037318649208,49.6229406645078,26.5829976247229,18.528024923404,42.4942616135346,26.4483172338135,44.6717276088935,28.6778126842088,23.6393960660465,49.5611601754177,23.8513015099875,36.5758422123897,30.2381165009727,28.6042272089092,26.2744032075328,41.5638682383781,26.9233348332205,23.4208540737414,27.2550554598523,38.332236309833,18.005832156501,13.9001008804033,26.1586602773216,51.8732320847533,43.1498458713599,55.9408805147897,50.3546484911502,50.7376824580926
SQDTC95 Low,3.82641332451048,-20.1077124771398,-29.3049226288088,-22.3483257621028,-28.5648899881894,-31.4677859327763,-28.3319894116269,14.5415041149385,-18.7871102844588,-17.6868782639999,-22.4451020664203,-23.061527168,-22.4166419252056,-16.7523112866366,-13.4857890983308,-23.0872903893249,-18.0831913033676,-10.9743344573252,-30.6238599001144,-51.5217318033187,-21.4839436596277,20.6251509553401,-30.541844430886,-20.9940992920018,-30.7105128940617,-32.4288280614182,-17.6178237256232,-31.9819636488358,-1.43135051422398,4.83274302264238,-21.4125527846175,-24.286223511698,-33.6172489529429,-23.4344062597876,11.952040732027,-7.54212557572933,-37.2272699843149,3.19042419807599,-22.4523340532664,-15.5284168746472,-12.1637393630527,-24.4656601924345,-18.9808188301199,-34.1456364822305,-10.1802661444543,-26.9858808251213,-32.7960982764766,8.11718433718083,-31.0280723506154,-39.6038362320358,-22.6511831928826,-34.966729644106,-17.2959537192604,-8.51714955682476,-15.7615399544781,-41.8529819031937,-16.879422915749,-13.0417826753816,-34.1874091014903,-32.3193616185853,-32.9196619988156,11.8505301295023,-9.07351841902859,-1.4130152202228,-12.8971714388523,11.0156322104919
SQDTC95 Upp,38.5511131163517,30.3759708013398,23.9329825454688,23.8476725558698,24.0514464200624,42.1251900253271,27.9365797995803,64.2942231466791,21.2979207995199,29.9614762666761,28.566292601231,21.4208543518378,41.5322736498362,38.0957097409275,33.1239298057482,32.1633651410097,33.7849520782592,66.939382409515,36.6285696529934,10.6830699212444,51.9982308564504,89.3421898890818,15.6577482941561,23.2479743295777,29.4758571129846,38.8567023658053,43.3607168847647,23.4364784969895,48.5662608714141,51.1178123055419,42.2845640522649,35.1255368424179,29.0732060316441,26.9062397477434,64.5354827056289,53.1859671372366,16.7349536441057,49.7762560099037,35.1498748031656,51.277174331028,30.9889471183358,23.9814801327981,46.0061555213693,33.8545712749967,49.6773380786003,26.099504050324,25.519294297691,53.3167246719961,39.2771634878154,44.1240806460306,45.930526070985,29.8072937633282,31.818659257827,48.5834020769636,43.527563366621,23.2239409641661,25.6053935831354,33.6356923909222,27.2998283877463,19.587056842988,37.9589006017905,57.6066077954223,52.0065050616519,67.0796603746435,49.7556214888948,62.5472559419238
U3R05 Low,1.72284954737985,1.47184941284349,0.911183594304884,0.675273829205303,1.22573574098603,1.06639555085331,0.884103893739507,2.94995101492543,0.963050375757935,1.05922032546219,1.30636776221558,0.794227573828323,0.85869987166399,1.01570614616954,1.09417876501141,1.43206377451581,0.990671371988539,1.1963994980973,1.08168065891155,0.915290225152843,0.901277747299294,1.58983346869781,1.28588151172944,1.14147273574334,0.934138523694327,1.15120042190623,1.36750337375782,0.801360420112924,0.87892196239146,1.14156718975055,1.35560041623689,1.26347652017984,1.3507669400175,1.18020241436378,2.49732186874054,0.996212433897592,0.7366562530898,1.81914072748479,1.03542033607047,2.62766125615589,1.317325055009,0.805436073988512,1.33644641347859,1.16742319871185,1.27993990615066,1.04929672131356,0.949510889921104,1.87835094149604,0.760073105203451,0.688001537888407,1.27014011858856,0.962289445443878,1.20394353803254,1.02757214272279,1.24505136940688,0.929112823063044,1.50772439836401,0.818569436738275,1.06994366719157,1.25240516851433,1.04465036639787,1.89474161440347,1.3730516221657,1.77138001344249,1.33327202008571,2.4251490327009
U3R05 Upp,3.19148670141576,2.51034476533992,2.00129838778002,2.15921690443531,2.10714300254388,2.2227292463117,2.0768477003243,4.17563554077902,1.70055753570229,2.04546706032526,2.23758466223995,2.80678220249005,2.00744242492963,2.06263988506109,2.1361845616965,2.69320699670097,1.89367656619022,2.45009728454,1.9955850517141,2.55403082292786,1.91491640217887,4.73389305486527,2.37786758544082,2.01031429592332,2.37948592201327,2.58416780593367,2.40138746575479,1.38211197125266,2.3331220010823,2.11844232611411,2.57745946450377,2.22830127303499,2.7644450773778,2.35930991802467,3.73918574135322,2.73027047980285,1.67812318923398,3.37070912331095,2.24302395843569,5.26910377300535,2.16536621872771,1.93028612081214,2.84186425877008,2.25064088157095,2.93861017901962,2.08808899143327,1.88755324023616,3.33722252954463,2.07389521369489,1.67259608101928,2.2925226838001,2.09482965134248,2.21276009597332,1.94456812293181,2.91515387871864,1.79951684149533,2.4975577600131,2.98003293078823,2.2677031006862,2.06527952965434,1.95997077875151,2.90730895077341,3.9713759352626,3.88560025760448,2.81247029732184,3.56012459251975
U3R10 Low,1.66829447533839,1.43174000423541,1.01901118793115,1.07257935390328,1.12592603593181,1.10293064276143,0.972644674859079,2.27770794861263,1.0880940095128,1.0817608500454,1.21545597358565,0.980497289361752,1.03691702702456,1.13005969403685,1.06688302756861,1.43664417216402,1.04679229576606,1.29350066904057,0.984722355015368,1.03677380560027,0.904410698732332,1.62530289452388,1.25155640510619,1.03318079985542,1.13912119304134,1.25415876926633,1.2974874703836,0.737536924670179,0.840350723553121,1.22654491422042,1.2338228350955,1.17839445545439,1.47273593452692,1.26492794236046,2.26398795816491,1.3432800460535,0.85316231466717,1.65369146877046,1.21837607365606,2.28590128547395,1.23519976497908,0.886213563385502,1.44235508774968,1.16262909870086,1.31621272862941,1.04078687995678,0.989782430140595,1.64588462168461,0.881275116222235,0.687493749532957,1.27239180010845,0.894154794408969,1.27438410564083,0.870082880991677,1.31536433054628,0.917002806975298,1.34826979682304,1.26233615045717,1.07613442048236,1.08339854584894,0.998760846242018,1.5699457822128,1.47343195749579,1.52378911104418,1.43127546974738,2.21875673531763
U3R10 Upp,2.48615747868235,2.01594864668023,1.64493558627917,1.71397376039265,1.70648319461613,1.94980884795485,1.82726040533379,3.13049475766444,1.52082914573084,1.86365346357716,1.86368264172097,2.00912912478341,1.66848476855405,1.64135819803761,1.66701742265845,2.16653890501641,1.79016207677931,2.07842705649974,1.90039204576319,1.89146274481243,1.65012764955017,3.29551752960047,1.86907808802191,1.5517722535772,1.77210129104575,2.07660215264682,1.8847614755872,1.24163164989253,2.16791046858385,1.8551679403317,2.38323740566432,1.85259289408627,2.21674509670869,1.96570570041182,2.82384292537143,2.04726569276996,1.31628967399143,2.53571341214377,1.75111483621605,3.93857282049171,1.76365003580927,1.76262788358874,2.19873680398352,1.84478588345999,2.18341323667848,1.58726737971745,1.50263124233381,2.53021275479008,1.84444100433012,1.55535732940217,1.9704213462203,1.7598596408628,2.039709916138,1.67032362103617,2.56326538337559,1.46183550957168,1.92979826273721,2.26306051440444,1.71641283340274,1.66609537989921,1.48418687132179,2.31445324900173,2.72783915915605,2.70397602039617,2.3643097316795,2.82565392715671
U3R90 Low,0.644342884876306,0.497150368041739,0.637193562449744,0.53461765147679,0.583186407842263,0.582042386060014,0.489624914553576,0.519368484423779,0.548021721279113,0.471815456819931,0.640694821976475,0.610211435123574,0.454492078141204,0.563054677141714,0.690245247482347,0.36783682499459,0.72526683603462,0.516662504830894,0.62155092825529,0.384802248017438,0.472541179236446,0.496071861739132,0.603633754775397,0.637543357174079,0.579497523148692,0.406064920622358,0.466506924195577,0.775621417897114,0.605683239925556,0.5244870496322,0.542341136932418,0.540808454606923,0.391861628074002,0.46355510969459,0.514985687093114,0.557790283362624,0.735398614807328,0.517999327772752,0.472268451968923,0.0783354599753986,0.533336107653617,0.574049575258859,0.561435186169526,0.453621022609196,0.600986586352794,0.60219401378534,0.584310349141961,0.696527896116865,0.637779237252912,0.584088668534296,0.553448848324024,0.48207882677742,0.64097423933079,0.792407383913422,0.506793377370628,0.634680870430224,0.39785622873,0.620136134176175,0.386633993321816,0.537963889748546,0.602031720123359,0.626315887080273,0.283885226225641,0.508100980244697,0.465228997440451,0.439429020178189
U3R90 Upp,0.978057169184788,0.869388042385191,1.27742249541206,0.960307294165578,1.03915275296943,1.12901869662235,0.869086106752891,0.908097133300615,0.944852441807943,1.24358026478243,1.13981754301829,0.967046893704286,0.948818597248645,1.00396171605661,1.08879715222898,0.778724553900883,1.35715744354272,1.01499582803509,1.08516541194202,0.91388828342467,1.15167608376977,1.01498808147508,1.15425060859903,1.05004771621316,1.03630578679143,0.788741429155129,0.888944074977387,1.18506021747765,1.08155797593023,1.05492982613814,1.05018731889853,1.12999155015548,0.746454281305184,0.871509180417791,0.800920846091842,1.05211614599487,1.19196641860818,0.924237638696085,0.896583330140823,0.541328587505379,0.957181089759589,1.06600316163803,0.943436743017462,0.916907542573183,1.15443525007345,1.14631096036453,1.1293149328528,1.08210298999495,1.12035238373772,1.3560990514176,0.998271611332357,1.08478053512516,1.32899073104256,1.52050263417827,0.855926916655491,1.48400441680126,0.851366345692683,1.10632307728215,0.833782732959743,1.02423453301726,1.44328494245988,0.972617096576012,0.870359756377636,1.1546358567385,0.937679183873044,0.75107581662519
U3R95 Low,0.562015272087104,0.312297813790098,0.508257545312844,0.448475645335823,0.420923470717745,0.451232339062422,0.364072352880237,0.467686470684891,0.49896626468197,0.44778994302625,0.511599500626451,0.500426090939295,0.364057654307816,0.501969925261218,0.640930323411444,0.259129624886981,0.509677194459295,0.455794868250037,0.475807500095014,0.260097171606641,0.398607918087321,0.433031497257193,0.401455548163157,0.604540791581225,0.439424149352682,0.273072283952584,0.39813812313198,0.627288503148453,0.464458384257839,0.526506427096719,0.441894506880078,0.50386125103268,0.278295912413492,0.310520581940972,0.396365412909883,0.519625463373687,0.516563166799483,0.44108323610215,0.360084483772354,0.0384963749536068,0.336578141111935,0.489758567750096,0.347161785242195,0.302341198110146,0.464195062179709,0.462482483972324,0.500635956503268,0.644617008439003,0.440701299642435,0.398388145424817,0.368985454438872,0.32681267300159,0.629298043041803,0.764534014668894,0.44352741170841,0.466713395074938,0.306344611644075,0.427041387364303,0.296565335160247,0.467387790657942,0.573020102749116,0.554416029893518,0.249831827530564,0.4083066605764,0.329929362827784,0.387547267212241
U3R95 Upp,0.99610597743393,1.15413215212806,1.36755342326426,0.94941581903021,0.948159732097257,1.31730248085119,1.04420705440137,1.00798567777253,0.908616445484886,1.05898403388864,1.31322917775625,1.12813256789933,1.06884617676839,1.13397300485057,1.22798627493123,0.790656480665678,1.48988098197121,1.45764381982405,1.32108836902596,0.944461935901726,1.43240821055925,1.24447805973776,1.15359836031299,1.09437097086076,0.963941374715974,0.897449577890743,0.986105807435446,1.36469479734638,1.16580420460948,1.19570341346783,1.11333601920885,1.11564749156106,0.831370122408161,1.03099123294246,0.987324219670649,1.14426606779684,1.3225353253051,1.04130089771351,1.14370856708412,0.4621523516363,1.20947734086578,1.12963736977823,1.18860058506313,1.04192680857661,1.19538840239167,1.24608306052371,1.2404234140485,1.16625177237336,1.64783553660574,1.71975470789145,1.50997877270222,1.22163578894114,1.41767353731256,1.92056775708011,1.03209337102364,1.57343664807131,0.830536855627162,1.12399825483996,0.895868295318556,1.12998924558709,1.48203156997745,1.12932253041822,0.825972800318022,1.44880621625573,1.02297793785595,0.788902892669608
TPR05 Low,1.6982395535806,1.40931970439146,0.867264025857397,0.760509043588214,1.1368165497684,1.04410783488351,0.808869195647319,3.26747198350754,0.917498681221402,1.04334037520394,1.19433664475607,0.865234447837275,0.845534909503702,1.09058763680133,0.961633544711287,1.39453526937889,0.913689529430399,1.20550573815615,1.04334506146454,0.8916552877182,0.847543885971465,1.17152548546329,1.20534814290134,1.07157455002113,1.00257671328693,1.13807788265713,1.24548032880254,0.741523784116766,0.818118435965458,1.10403756116005,1.22950438628909,1.20000104362521,1.21554157372497,1.25132493939376,2.92937246997477,1.01170290937063,0.782895343538805,1.98321290550467,1.08437376550409,2.39415428112614,1.290733463585,0.782823185286601,1.08327257890353,1.23425542805849,1.17590613312218,1.01858320338078,0.955484603213608,1.84624943484493,0.769641936988752,0.660584266605174,1.24183116150761,0.918554537801155,1.1428828352428,1.01250986713895,1.06049007973613,0.924789699449249,1.56941204200561,0.816492494623149,1.20129909137456,1.2450431038194,1.03762764717352,1.70611598399936,1.27007398810044,1.86220349503247,1.22507587016487,2.18204963625012
TPR05 Upp,4.59937494118021,2.66140672939992,2.3334379407628,1.80343216593683,2.48286731837017,2.22397531846931,2.16230108883162,8.66469213983202,1.79948733281658,2.23575531631972,2.45192822299076,2.60179808782188,1.89092725847503,2.03573834754714,2.68708378538134,2.84836121443937,1.98748990065283,2.5003611040934,2.49936122282554,2.65109466731151,1.89958015004519,5.101243409826,2.91195827707007,2.46458674558085,2.19041075378753,2.6699119153097,3.54793152392446,1.49565774468942,2.54869653363486,2.22696497673398,3.02170613557223,2.51706333959199,3.52509377276059,2.32378256091878,5.59212950241507,2.82050606706655,1.62125602191166,4.30215030226429,2.19329111008003,11.5924741037883,2.59038062219018,1.9422758933195,3.08235381614787,2.71683464464092,3.83299035161397,2.56003070165104,1.9457716600167,5.05945593639276,2.15846049753993,1.8008277551106,2.88592953049605,2.48823886714126,2.5861919479003,2.09386347468193,3.42780322524634,1.84906866869789,3.00660518204035,2.60909446929703,2.73048626999674,2.57498067161017,2.04590391909864,3.91227861636356,5.71887828933093,6.12867630155681,3.10916938030204,4.51566838164769
TPR10 Low,1.62575737214544,1.43692497104339,1.01060783869496,1.02524334561372,1.14764808446093,1.15657264702497,0.935271015846572,2.88633713666882,1.03918212891793,1.07654147233718,1.19398720914611,1.0058547165226,1.01440167223408,1.1275785508349,1.05122884955963,1.42423246677598,1.04193006095955,1.23890650229637,1.06762801777373,1.02795598742682,0.916271269813554,1.56124925489685,1.26764453563796,1.01064944614399,1.15969593547301,1.13061189654556,1.17055974683386,0.720784546929678,0.881744425617424,1.26165907806613,1.30575145697363,1.14378666530692,1.34939212024882,1.20049414105711,2.42428866013264,1.23677022442032,0.829235895842352,1.75533739897837,1.17367178969988,2.48745784994219,1.18845868877275,0.92091895886805,1.41679922742653,1.18928738876325,1.30909613865374,1.07160671234749,0.944079762497152,1.74556282387566,0.854323918159732,0.699702664185128,1.26586868791645,0.906288405105066,1.25896146336826,0.94645509339863,1.28709928638153,0.881269685726163,1.36719094803212,1.14443113792905,1.05291288850538,1.09160653792837,0.969008559621399,1.70658023066166,1.39547549828446,1.61457085167291,1.34987242809559,2.36959575757582
